,Airline,Date_of_Journey,Source,Destination,Route,Duration,Total_Stops,Price,Arrival_Hour,Arrival_Day,Arrival_Min,Dep_Hour,Dep_Day,Dep_Min,Journey_Day,Journey_Month,Journey_Year,Journey_DOW,Dep_HourOfDay
9679,IndiGo,2019-05-27,Delhi,Cochin,DEL → HYD → COK,940,1,6674,22,18,30,6,27,50,27,5,2019,0,Early Morning
9680,Multiple carriers,2019-06-15,Delhi,Cochin,DEL → BOM → COK,780,1,7408,21,18,0,8,15,0,15,6,2019,5,Early Morning
9681,Air India,2019-05-24,Kolkata,Banglore,CCU → GAU → DEL → BLR,1385,2,15170,8,25,55,9,24,50,24,5,2019,4,Morning
9682,IndiGo,2019-01-06,Chennai,Kolkata,MAA → CCU,140,0,3597,21,18,55,19,6,35,6,1,2019,6,Evening
9683,Air India,2019-12-03,Banglore,Delhi,BLR → BOM → NAG → DEL,1010,2,12778,10,13,15,17,3,25,3,12,2019,1,Evening
9684,Jet Airways,2019-09-06,Banglore,Delhi,BLR → DEL,180,0,7229,20,18,45,17,6,45,6,9,2019,4,Evening
9685,Jet Airways,2019-06-15,Banglore,Delhi,BLR → DEL,180,0,8016,11,18,20,8,15,20,15,6,2019,5,Early Morning
9686,IndiGo,2019-05-27,Kolkata,Banglore,CCU → BLR,155,0,4804,0,28,50,22,27,15,27,5,2019,0,Night
9687,Jet Airways,2019-06-21,Banglore,Delhi,BLR → DEL,180,0,8016,11,18,20,8,21,20,21,6,2019,4,Early Morning
9688,Air Asia,2019-09-06,Kolkata,Banglore,CCU → BLR,155,0,5645,12,18,55,10,6,20,6,9,2019,4,Morning
9689,Jet Airways,2019-09-03,Banglore,Delhi,BLR → BOM → DEL,365,1,22270,0,7,45,18,3,40,3,9,2019,1,Evening
9690,Jet Airways,2019-06-06,Kolkata,Banglore,CCU → DEL → BLR,575,1,14151,19,18,10,9,6,35,6,6,2019,3,Morning
9691,Jet Airways,2019-06-04,Delhi,Cochin,DEL → BOM → COK,330,1,5406,12,18,35,7,4,5,4,6,2019,1,Early Morning
9692,Air India,2019-03-24,Kolkata,Banglore,CCU → HYD → BLR,965,1,5567,11,25,5,19,24,0,24,3,2019,6,Evening
9693,IndiGo,2019-03-27,Delhi,Cochin,DEL → HYD → COK,675,1,6171,16,18,10,4,27,55,27,3,2019,2,late night
9694,SpiceJet,2019-06-15,Banglore,Delhi,BLR → DEL,160,0,4423,8,18,35,5,15,55,15,6,2019,5,Early Morning
9695,Jet Airways,2019-06-04,Delhi,Cochin,DEL → BOM → COK,825,1,5177,12,7,35,22,4,50,4,6,2019,1,Night
9696,Multiple carriers,2019-12-06,Delhi,Cochin,DEL → BOM → COK,465,1,6795,1,13,30,17,6,45,6,12,2019,4,Evening
9697,SpiceJet,2019-05-27,Banglore,Delhi,BLR → DEL,170,0,3625,12,18,20,9,27,30,27,5,2019,0,Morning
9698,Jet Airways,2019-05-18,Delhi,Cochin,DEL → BOM → COK,1355,1,12373,12,19,35,14,18,0,18,5,2019,5,Noon
9699,SpiceJet,2019-09-05,Kolkata,Banglore,CCU → MAA → BLR,315,1,4963,20,18,20,15,5,5,5,9,2019,3,Noon
9700,IndiGo,2019-05-27,Mumbai,Hyderabad,BOM → HYD,90,0,2227,22,18,50,21,27,20,27,5,2019,0,Night
9701,Multiple carriers,2019-06-27,Delhi,Cochin,DEL → BOM → COK,630,1,11200,19,18,0,8,27,30,27,6,2019,3,Early Morning
9702,Air India,2019-09-05,Delhi,Cochin,DEL → BLR → COK,320,1,7174,23,18,0,17,5,40,5,9,2019,3,Evening
9703,Air India,2019-03-03,Delhi,Cochin,DEL → BHO → BOM → COK,2240,2,13748,19,4,15,5,3,55,3,3,2019,6,Early Morning
9704,Multiple carriers,2019-05-27,Delhi,Cochin,DEL → HYD → COK,925,1,9856,22,18,30,7,27,5,27,5,2019,0,Early Morning
9705,Air India,2019-05-18,Kolkata,Banglore,CCU → GAU → DEL → BLR,1185,2,15170,12,19,30,16,18,45,18,5,2019,5,Noon
9706,IndiGo,2019-01-06,Delhi,Cochin,DEL → HYD → COK,895,1,6442,22,18,30,7,6,35,6,1,2019,6,Early Morning
9707,Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,1530,1,12898,19,28,0,17,27,30,27,5,2019,0,Evening
9708,Jet Airways,2019-01-06,Banglore,Delhi,BLR → DEL,180,0,7229,11,18,20,8,6,20,6,1,2019,6,Early Morning
9709,Air India,2019-09-05,Kolkata,Banglore,CCU → DEL → COK → BLR,920,2,13033,1,10,20,10,5,0,5,9,2019,3,Morning
9710,Jet Airways,2019-12-05,Kolkata,Banglore,CCU → DEL → BLR,1480,1,10703,21,13,5,20,5,25,5,12,2019,3,Evening
9711,IndiGo,2019-09-03,Chennai,Kolkata,MAA → CCU,135,0,6297,15,18,35,13,3,20,3,9,2019,1,Noon
9712,Jet Airways,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,1295,1,9314,18,7,0,20,5,25,5,6,2019,2,Evening
9713,Vistara,2019-03-15,Banglore,Delhi,BLR → DEL,165,0,6138,12,18,35,9,15,50,15,3,2019,4,Morning
9714,IndiGo,2019-06-24,Delhi,Cochin,DEL → BOM → COK,705,1,6838,21,18,0,9,24,15,24,6,2019,0,Morning
9715,Jet Airways Business,2019-06-03,Delhi,Cochin,DEL → ATQ → BOM → COK,500,2,52285,4,7,25,20,3,5,3,6,2019,0,Evening
9716,Multiple carriers,2019-09-06,Delhi,Cochin,DEL → BOM → COK,690,1,13377,1,10,30,14,6,0,6,9,2019,4,Noon
9717,Air India,2019-05-18,Delhi,Cochin,DEL → HYD → MAA → COK,1420,2,10975,9,19,25,9,18,45,18,5,2019,5,Morning
9718,Jet Airways,2019-12-03,Banglore,Delhi,BLR → BOM → DEL,935,1,13817,21,18,20,5,3,45,3,12,2019,1,Early Morning
9719,Air India,2019-03-21,Delhi,Cochin,DEL → MAA → COK,1640,1,7532,9,22,25,6,21,5,21,3,2019,3,Early Morning
9720,Multiple carriers,2019-05-15,Delhi,Cochin,DEL → BOM → COK,910,1,10197,19,18,0,3,15,50,15,5,2019,2,late night
9721,Jet Airways,2019-09-06,Kolkata,Banglore,CCU → BOM → BLR,520,1,9663,4,10,40,20,6,0,6,9,2019,4,Evening
9722,Multiple carriers,2019-05-15,Delhi,Cochin,DEL → BOM → COK,480,1,13727,21,18,0,13,15,0,15,5,2019,2,Noon
9723,IndiGo,2019-09-05,Delhi,Cochin,DEL → BOM → COK,845,1,8330,1,10,30,11,5,25,5,9,2019,3,Morning
9724,IndiGo,2019-05-21,Banglore,Delhi,BLR → DEL,175,0,4823,10,18,5,7,21,10,21,5,2019,1,Early Morning
9725,IndiGo,2019-05-27,Delhi,Cochin,DEL → BOM → COK,500,1,6206,1,28,30,17,27,10,27,5,2019,0,Evening
9726,Multiple carriers,2019-06-06,Delhi,Cochin,DEL → BOM → COK,455,1,10877,19,18,0,11,6,25,6,6,2019,3,Morning
9727,Jet Airways,2019-12-03,Banglore,Delhi,BLR → BOM → DEL,800,1,13817,8,13,15,18,3,55,3,12,2019,1,Evening
9728,Jet Airways,2019-06-27,Banglore,Delhi,BLR → DEL,180,0,6478,11,18,20,8,27,20,27,6,2019,3,Early Morning
9729,Air India,2019-09-04,Delhi,Cochin,DEL → HYD → BOM → COK,1115,2,8577,7,10,40,13,4,5,4,9,2019,2,Noon
9730,Jet Airways,2019-05-21,Delhi,Cochin,DEL → BOM → COK,1270,1,16079,19,22,0,21,21,50,21,5,2019,1,Night
9731,Jet Airways,2019-06-27,Delhi,Cochin,DEL → AMD → BOM → COK,810,2,11150,12,28,35,23,27,5,27,6,2019,3,Night
9732,Multiple carriers,2019-06-03,Delhi,Cochin,DEL → BOM → COK,755,1,15077,19,18,15,6,3,40,3,6,2019,0,Early Morning
9733,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,945,1,7064,8,2,15,16,4,30,4,1,2019,4,Noon
9734,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,1090,1,9663,8,22,15,14,21,5,21,5,2019,1,Noon
9735,Air India,2019-06-03,Delhi,Cochin,DEL → HYD → BOM → COK,1305,2,11552,19,7,15,21,3,30,3,6,2019,0,Night
9736,Jet Airways,2019-12-06,Delhi,Cochin,DEL → BOM → COK,1325,1,10262,19,13,0,20,6,55,6,12,2019,4,Evening
9737,SpiceJet,2019-04-15,Delhi,Cochin,DEL → MAA → COK,380,1,5899,22,18,5,15,15,45,15,4,2019,0,Noon
9738,Jet Airways,2019-01-06,Delhi,Cochin,DEL → NAG → BOM → COK,1320,2,13376,12,2,35,14,6,35,6,1,2019,6,Noon
9739,Jet Airways,2019-12-03,Banglore,Delhi,BLR → BOM → DEL,930,1,13817,10,13,25,18,3,55,3,12,2019,1,Evening
9740,Vistara,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,1440,1,8610,20,2,20,20,5,20,5,1,2019,5,Evening
9741,Jet Airways,2019-09-05,Delhi,Cochin,DEL → BOM → COK,1165,1,12373,4,10,25,9,5,0,5,9,2019,3,Morning
9742,SpiceJet,2019-05-27,Delhi,Cochin,DEL → BLR → COK,295,1,5673,22,18,50,17,27,55,27,5,2019,0,Evening
9743,Vistara,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,1350,1,7927,18,2,50,20,4,20,4,1,2019,4,Evening
9744,Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,1005,1,10262,19,18,0,2,24,15,24,6,2019,0,late night
9745,Jet Airways,2019-09-05,Delhi,Cochin,DEL → BOM → COK,1225,1,12373,4,10,25,8,5,0,5,9,2019,3,Early Morning
9746,Air India,2019-01-03,Banglore,Delhi,BLR → BBI → DEL,1595,1,12704,12,2,5,9,3,30,3,1,2019,3,Morning
9747,Air India,2019-09-05,Kolkata,Banglore,CCU → BBI → BLR,1515,1,6612,13,10,15,12,5,0,5,9,2019,3,Morning
9748,IndiGo,2019-09-06,Banglore,Delhi,BLR → DEL,175,0,4823,21,18,50,18,6,55,6,9,2019,4,Evening
9749,Jet Airways,2019-03-06,Delhi,Cochin,DEL → BOM → COK,540,1,10262,19,18,0,10,6,0,6,3,2019,2,Morning
9750,IndiGo,2019-03-21,Delhi,Cochin,DEL → MAA → COK,310,1,6388,12,18,30,7,21,20,21,3,2019,3,Early Morning
9751,GoAir,2019-12-05,Banglore,Delhi,BLR → DEL,175,0,3898,10,18,40,7,5,45,5,12,2019,3,Early Morning
9752,Jet Airways,2019-06-04,Delhi,Cochin,DEL → BOM → COK,450,1,5177,19,18,0,11,4,30,4,6,2019,1,Morning
9753,Jet Airways,2019-09-06,Kolkata,Banglore,CCU → BOM → BLR,1485,1,10844,20,10,45,20,6,0,6,9,2019,4,Evening
9754,IndiGo,2019-01-06,Banglore,Delhi,BLR → DEL,170,0,4077,3,18,15,0,6,25,6,1,2019,6,late night
9755,Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,980,1,14231,9,25,15,16,24,55,24,3,2019,6,Noon
9756,Air India,2019-12-03,Banglore,Delhi,BLR → BOM → BHO → DEL,875,2,13250,23,18,25,8,3,50,3,12,2019,1,Early Morning
9757,Jet Airways,2019-12-03,Banglore,Delhi,BLR → BOM → DEL,860,1,13817,21,18,20,7,3,0,3,12,2019,1,Early Morning
9758,SpiceJet,2019-09-03,Banglore,Delhi,BLR → DEL,170,0,6205,23,18,20,20,3,30,3,9,2019,1,Evening
9759,Jet Airways,2019-06-27,Delhi,Cochin,DEL → AMD → BOM → COK,810,2,12819,12,28,35,23,27,5,27,6,2019,3,Night
9760,IndiGo,2019-04-15,Banglore,Delhi,BLR → DEL,170,0,4591,15,18,50,13,15,0,15,4,2019,0,Noon
9761,SpiceJet,2019-06-27,Kolkata,Banglore,CCU → BLR,155,0,3841,9,18,30,6,27,55,27,6,2019,3,Early Morning
9762,SpiceJet,2019-09-06,Chennai,Kolkata,MAA → CCU,140,0,3597,20,18,5,17,6,45,6,9,2019,4,Evening
9763,IndiGo,2019-03-04,Kolkata,Banglore,CCU → BLR,155,0,4174,7,18,15,4,4,40,4,3,2019,0,late night
9764,Vistara,2019-05-27,Delhi,Cochin,DEL → COK,190,0,6216,9,18,10,6,27,0,27,5,2019,0,Early Morning
9765,Jet Airways,2019-09-05,Kolkata,Banglore,CCU → DEL → BLR,1500,1,10624,18,10,0,17,5,0,5,9,2019,3,Evening
9766,Air Asia,2019-06-24,Delhi,Cochin,DEL → BLR → COK,870,1,6152,22,18,25,7,24,55,24,6,2019,0,Early Morning
9767,IndiGo,2019-09-03,Delhi,Cochin,DEL → BOM → COK,305,1,6937,1,10,35,20,3,30,3,9,2019,1,Evening
9768,Air India,2019-01-06,Delhi,Cochin,DEL → BOM → COK,1575,1,8792,19,2,15,17,6,0,6,1,2019,6,Evening
9769,Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,490,1,7005,21,18,0,12,27,50,27,5,2019,0,Morning
9770,Jet Airways,2019-06-06,Mumbai,Hyderabad,BOM → HYD,85,0,5678,4,18,20,2,6,55,6,6,2019,3,late night
9771,Air India,2019-03-15,Banglore,Delhi,BLR → VGA → DEL,1490,1,7013,11,16,20,10,15,30,15,3,2019,4,Morning
9772,Jet Airways,2019-05-21,Delhi,Cochin,DEL → BOM → COK,1680,1,16079,19,22,0,15,21,0,21,5,2019,1,Noon
9773,Jet Airways,2019-06-06,Kolkata,Banglore,CCU → DEL → BLR,505,1,10539,18,18,0,9,6,35,6,6,2019,3,Morning
9774,Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,425,1,11841,23,18,35,16,5,30,5,6,2019,2,Noon
9775,IndiGo,2019-03-15,Banglore,Delhi,BLR → BOM → DEL,300,1,10509,0,16,35,19,15,35,15,3,2019,4,Evening
9776,IndiGo,2019-03-06,Chennai,Kolkata,MAA → CCU,140,0,3597,15,18,35,13,6,15,6,3,2019,2,Noon
9777,Air India,2019-01-05,Kolkata,Banglore,CCU → BOM → COK → BLR,1700,2,15532,13,2,45,9,5,25,5,1,2019,5,Morning
9778,Multiple carriers,2019-09-03,Delhi,Cochin,DEL → BOM → COK,850,1,14086,21,18,0,6,3,50,3,9,2019,1,Early Morning
9779,Multiple carriers,2019-03-27,Delhi,Cochin,DEL → HYD → COK,465,1,5883,22,18,20,14,27,35,27,3,2019,2,Noon
9780,Multiple carriers,2019-03-06,Delhi,Cochin,DEL → BOM → COK,840,1,7618,21,18,0,7,6,0,6,3,2019,2,Early Morning
9781,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,1500,1,9314,18,2,0,17,5,0,5,1,2019,5,Evening
9782,Jet Airways,2019-09-06,Kolkata,Banglore,CCU → DEL → BLR,690,1,13994,21,18,5,9,6,35,6,9,2019,4,Morning
9783,IndiGo,2019-04-27,Delhi,Cochin,DEL → HYD → COK,275,1,5073,12,18,10,7,27,35,27,4,2019,5,Early Morning
9784,Air Asia,2019-03-24,Banglore,Delhi,BLR → DEL,165,0,3383,13,18,55,11,24,10,24,3,2019,6,Morning
9785,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,615,1,16108,19,18,15,9,6,0,6,1,2019,6,Morning
9786,Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,910,1,6795,1,28,30,10,27,20,27,5,2019,0,Morning
9787,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,730,1,12681,4,2,40,16,4,30,4,1,2019,4,Noon
9788,Jet Airways,2019-12-06,Delhi,Cochin,DEL → BOM → COK,1295,1,10262,12,13,35,15,6,0,6,12,2019,4,Noon
9789,Vistara,2019-06-06,Kolkata,Banglore,CCU → DEL → BLR,1550,1,8820,18,7,50,17,6,0,6,6,2019,3,Evening
9790,Jet Airways,2019-09-03,Banglore,Delhi,BLR → BDQ → DEL,390,1,10037,12,18,20,5,3,50,3,9,2019,1,Early Morning
9791,Multiple carriers,2019-12-06,Delhi,Cochin,DEL → BOM → COK,395,1,11789,12,18,35,6,6,0,6,12,2019,4,Early Morning
9792,GoAir,2019-05-15,Delhi,Cochin,DEL → BOM → COK,540,1,7378,19,18,35,10,15,35,15,5,2019,2,Morning
9793,IndiGo,2019-05-24,Banglore,Delhi,BLR → DEL,175,0,4823,21,18,50,18,24,55,24,5,2019,4,Evening
9794,Jet Airways,2019-06-24,Banglore,Delhi,BLR → DEL,180,0,6478,22,18,50,19,24,50,24,6,2019,0,Evening
9795,Jet Airways,2019-01-06,Delhi,Cochin,DEL → JAI → BOM → COK,1125,2,13014,4,2,25,9,6,40,6,1,2019,6,Morning
9796,Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,365,1,10844,22,18,35,16,24,30,24,5,2019,4,Noon
9797,Multiple carriers,2019-06-27,Delhi,Cochin,DEL → BOM → COK,780,1,7408,21,18,0,8,27,0,27,6,2019,3,Early Morning
9798,Multiple carriers,2019-06-27,Delhi,Cochin,DEL → HYD → COK,545,1,9646,16,18,10,7,27,5,27,6,2019,3,Early Morning
9799,SpiceJet,2019-06-05,Chennai,Kolkata,MAA → CCU,140,0,3597,20,18,5,17,5,45,5,6,2019,2,Evening
9800,SpiceJet,2019-06-27,Kolkata,Banglore,CCU → BLR,150,0,3873,19,18,40,17,27,10,27,6,2019,3,Evening
9801,GoAir,2019-06-27,Delhi,Cochin,DEL → BOM → COK,310,1,7870,19,18,35,14,27,25,27,6,2019,3,Noon
9802,Jet Airways,2019-06-27,Delhi,Cochin,DEL → BHO → BOM → COK,425,2,13344,12,18,35,5,27,30,27,6,2019,3,Early Morning
9803,Air India,2019-12-06,Mumbai,Hyderabad,BOM → HYD,75,0,3100,20,18,45,19,6,30,6,12,2019,4,Evening
9804,Air India,2019-03-18,Banglore,Delhi,BLR → DEL,170,0,4441,23,18,55,21,18,5,18,3,2019,0,Night
9805,IndiGo,2019-03-27,Delhi,Cochin,DEL → HYD → COK,425,1,6171,12,18,0,4,27,55,27,3,2019,2,late night
9806,Jet Airways,2019-09-05,Kolkata,Banglore,CCU → DEL → BLR,870,1,10953,10,10,55,20,5,25,5,9,2019,3,Evening
9807,Air India,2019-09-05,Kolkata,Banglore,CCU → VNS → DEL → BLR,1105,2,14214,8,10,55,14,5,30,5,9,2019,3,Noon
9808,IndiGo,2019-06-24,Delhi,Cochin,DEL → BOM → COK,810,1,6093,21,18,0,7,24,30,24,6,2019,0,Early Morning
9809,Air India,2019-06-24,Delhi,Cochin,DEL → JDH → BOM → COK,1820,2,12436,19,25,15,12,24,55,24,6,2019,0,Morning
9810,Jet Airways,2019-05-18,Delhi,Cochin,DEL → AMD → BOM → COK,1775,2,15129,19,19,0,13,18,25,18,5,2019,5,Noon
9811,Multiple carriers,2019-03-06,Delhi,Cochin,DEL → BOM → COK,395,1,13259,12,18,35,6,6,0,6,3,2019,2,Early Morning
9812,Air India,2019-05-24,Kolkata,Banglore,CCU → GAU → DEL → BLR,1600,2,15170,12,25,30,9,24,50,24,5,2019,4,Morning
9813,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,365,1,14781,22,18,35,16,21,30,21,5,2019,1,Noon
9814,IndiGo,2019-01-06,Delhi,Cochin,DEL → BOM → COK,845,1,6206,1,2,30,11,6,25,6,1,2019,6,Morning
9815,SpiceJet,2019-09-05,Kolkata,Banglore,CCU → BLR,150,0,3841,19,18,40,17,5,10,5,9,2019,3,Evening
9816,Jet Airways,2019-06-15,Delhi,Cochin,DEL → BOM → COK,450,1,14714,19,18,0,11,15,30,15,6,2019,5,Morning
9817,IndiGo,2019-09-06,Delhi,Cochin,DEL → BOM → COK,965,1,6093,21,18,0,4,6,55,6,9,2019,4,late night
9818,Jet Airways,2019-09-06,Banglore,Delhi,BLR → DEL,175,0,8016,14,18,5,11,6,10,6,9,2019,4,Morning
9819,Air India,2019-03-27,Delhi,Cochin,DEL → MAA → COK,1640,1,5117,9,28,25,6,27,5,27,3,2019,2,Early Morning
9820,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,1215,1,8586,4,2,40,8,5,25,5,1,2019,5,Early Morning
9821,IndiGo,2019-09-03,Delhi,Cochin,DEL → BOM → COK,635,1,13611,1,10,35,15,3,0,3,9,2019,1,Noon
9822,IndiGo,2019-09-05,Delhi,Cochin,DEL → HYD → COK,380,1,6704,22,18,30,16,5,10,5,9,2019,3,Noon
9823,IndiGo,2019-09-05,Kolkata,Banglore,CCU → MAA → BLR,240,1,4226,10,18,20,6,5,20,5,9,2019,3,Early Morning
9824,Air India,2019-06-04,Banglore,Delhi,BLR → DEL,165,0,4651,19,18,45,17,4,0,4,6,2019,1,Evening
9825,SpiceJet,2019-05-27,Kolkata,Banglore,CCU → BLR,140,0,3873,0,28,40,22,27,20,27,5,2019,0,Night
9826,GoAir,2019-03-03,Banglore,Delhi,BLR → DEL,175,0,7222,23,18,50,20,3,55,3,3,2019,6,Evening
9827,Multiple carriers,2019-05-15,Delhi,Cochin,DEL → BOM → COK,570,1,13727,21,18,0,11,15,30,15,5,2019,2,Morning
9828,IndiGo,2019-03-27,Delhi,Cochin,DEL → BOM → COK,380,1,10141,15,18,30,9,27,10,27,3,2019,2,Morning
9829,SpiceJet,2019-04-24,Banglore,Delhi,BLR → DEL,175,0,3625,0,25,5,21,24,10,24,4,2019,2,Night
9830,IndiGo,2019-04-15,Delhi,Cochin,DEL → HYD → COK,515,1,6442,16,18,10,7,15,35,15,4,2019,0,Early Morning
9831,Jet Airways,2019-06-05,Banglore,Delhi,BLR → DEL,180,0,7229,20,18,45,17,5,45,5,6,2019,2,Evening
9832,Air Asia,2019-06-24,Delhi,Cochin,DEL → BLR → COK,830,1,6752,6,25,35,16,24,45,24,6,2019,0,Noon
9833,Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,1260,1,13759,18,25,10,21,24,10,24,3,2019,6,Night
9834,Air India,2019-06-03,Mumbai,Hyderabad,BOM → BBI → HYD,1465,1,14408,12,7,25,12,3,0,3,6,2019,0,Morning
9835,Air India,2019-09-06,Delhi,Cochin,DEL → CCU → BOM → COK,1380,2,13381,19,10,15,20,6,15,6,9,2019,4,Evening
9836,Vistara,2019-01-04,Kolkata,Banglore,CCU → DEL → BLR,1640,1,9135,20,2,20,17,4,0,4,1,2019,4,Evening
9837,IndiGo,2019-05-15,Kolkata,Banglore,CCU → NAG → BLR,325,1,6218,23,18,30,18,15,5,15,5,2019,2,Evening
9838,SpiceJet,2019-04-27,Kolkata,Banglore,CCU → BLR,145,0,4174,11,18,25,9,27,0,27,4,2019,5,Morning
9839,Air India,2019-06-06,Kolkata,Banglore,CCU → HYD → BLR,965,1,6117,11,7,5,19,6,0,6,6,2019,3,Evening
9840,Jet Airways,2019-05-15,Kolkata,Banglore,CCU → DEL → BLR,690,1,10703,21,18,5,9,15,35,15,5,2019,2,Morning
9841,Jet Airways,2019-12-06,Kolkata,Banglore,CCU → DEL → BLR,1450,1,12692,9,13,45,9,6,35,6,12,2019,4,Morning
9842,Jet Airways,2019-06-06,Kolkata,Banglore,CCU → DEL → BLR,1075,1,10539,10,7,55,17,6,0,6,6,2019,3,Evening
9843,Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,345,1,11134,19,18,40,13,24,55,24,3,2019,6,Noon
9844,IndiGo,2019-03-24,Banglore,Delhi,BLR → DEL,175,0,4777,0,22,15,21,24,20,24,3,2019,6,Night
9845,Jet Airways,2019-05-18,Delhi,Cochin,DEL → BOM → COK,1505,1,12373,12,19,35,11,18,30,18,5,2019,5,Morning
9846,Multiple carriers,2019-03-03,Delhi,Cochin,DEL → HYD → MAA → COK,495,2,11966,21,18,20,13,3,5,3,3,2019,6,Noon
9847,IndiGo,2019-05-15,Chennai,Kolkata,MAA → CCU,140,0,5277,0,16,25,22,15,5,15,5,2019,2,Night
9848,Air India,2019-01-03,Banglore,Delhi,BLR → BOM → AMD → DEL,2345,2,17135,23,2,55,8,3,50,3,1,2019,3,Early Morning
9849,Jet Airways,2019-06-06,Delhi,Cochin,DEL → BOM → COK,300,1,14714,19,18,0,14,6,0,6,6,2019,3,Noon
9850,IndiGo,2019-09-03,Banglore,Delhi,BLR → DEL,170,0,6144,1,10,10,22,3,20,3,9,2019,1,Night
9851,Air India,2019-01-04,Banglore,Delhi,BLR → DEL,170,0,5911,16,18,10,13,4,20,4,1,2019,4,Noon
9852,Vistara,2019-12-03,Mumbai,Hyderabad,BOM → DEL → HYD,1450,1,12080,19,13,55,19,3,45,3,12,2019,1,Evening
9853,IndiGo,2019-06-04,Banglore,Delhi,BLR → DEL,170,0,4423,13,18,20,10,4,30,4,6,2019,1,Morning
9854,Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,720,1,7618,21,18,0,9,27,0,27,5,2019,0,Morning
9855,Air Asia,2019-05-27,Banglore,Delhi,BLR → DEL,165,0,3383,13,18,55,11,27,10,27,5,2019,0,Morning
9856,Air India,2019-06-03,Delhi,Cochin,DEL → AMD → BOM → COK,1410,2,12646,19,7,15,19,3,45,3,6,2019,0,Evening
9857,Multiple carriers,2019-05-18,Delhi,Cochin,DEL → BOM → COK,900,1,7670,21,18,0,6,18,0,18,5,2019,5,Early Morning
9858,IndiGo,2019-05-15,Kolkata,Banglore,CCU → BLR,155,0,4804,7,18,15,4,15,40,15,5,2019,2,late night
9859,Jet Airways,2019-12-03,Banglore,Delhi,BLR → BOM → DEL,1310,1,11087,18,13,25,20,3,35,3,12,2019,1,Evening
9860,Jet Airways,2019-04-18,Banglore,Delhi,BLR → DEL,175,0,7229,14,18,5,11,18,10,18,4,2019,3,Morning
9861,SpiceJet,2019-03-03,Chennai,Kolkata,MAA → CCU,135,0,7050,10,18,35,8,3,20,3,3,2019,6,Early Morning
9862,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,1335,1,12681,18,2,15,20,4,0,4,1,2019,4,Evening
9863,SpiceJet,2019-03-04,Delhi,Cochin,DEL → PNQ → COK,270,1,4098,13,18,15,8,4,45,4,3,2019,0,Early Morning
9864,SpiceJet,2019-12-05,Chennai,Kolkata,MAA → CCU,135,0,3543,12,18,0,9,5,45,5,12,2019,3,Morning
9865,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → DEL → BLR,1295,1,14151,18,22,0,20,21,25,21,5,2019,1,Evening
9866,Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,965,1,13339,22,18,35,6,24,30,24,3,2019,6,Early Morning
9867,Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,890,1,9663,12,25,0,21,24,10,24,5,2019,4,Night
9868,Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,1015,1,12898,4,28,25,11,27,30,27,5,2019,0,Morning
9869,Air India,2019-03-06,Delhi,Cochin,DEL → JAI → BOM → COK,435,2,8603,19,18,15,12,6,0,6,3,2019,2,Morning
9870,Jet Airways,2019-12-06,Kolkata,Banglore,CCU → BOM → BLR,1170,1,13044,12,13,0,16,6,30,6,12,2019,4,Noon
9871,SpiceJet,2019-06-03,Kolkata,Banglore,CCU → BLR,150,0,4622,19,18,45,17,3,15,3,6,2019,0,Evening
9872,Multiple carriers,2019-03-21,Delhi,Cochin,DEL → BOM → COK,420,1,13062,21,18,0,14,21,0,21,3,2019,3,Noon
9873,Multiple carriers,2019-12-06,Delhi,Cochin,DEL → BOM → COK,585,1,11622,19,18,0,9,6,15,6,12,2019,4,Morning
9874,Jet Airways,2019-12-03,Banglore,Delhi,BLR → BOM → DEL,1425,1,11087,20,13,20,20,3,35,3,12,2019,1,Evening
9875,Multiple carriers,2019-06-15,Delhi,Cochin,DEL → BOM → COK,520,1,11789,19,18,0,10,15,20,15,6,2019,5,Morning
