,Airline,Date_of_Journey,Source,Destination,Route,Duration,Total_Stops,Price,Arrival_Hour,Arrival_Day,Arrival_Min,Dep_Hour,Dep_Day,Dep_Min,Journey_Day,Journey_Month,Journey_Year
8015,Vistara,2019-05-21,Banglore,Delhi,BLR → DEL,160,0,4668,9,17,40,7,17,0,21,5,2019
8016,IndiGo,2019-06-03,Delhi,Cochin,DEL → HYD → MAA → COK,565,2,6610,21,17,20,11,17,55,3,6,2019
8017,SpiceJet,2019-05-15,Chennai,Kolkata,MAA → CCU,135,0,3597,10,17,35,8,17,20,15,5,2019
8018,IndiGo,2019-09-03,Kolkata,Banglore,CCU → BLR,165,0,4462,12,17,55,10,17,10,3,9,2019
8019,Air India,2019-06-03,Delhi,Cochin,DEL → MAA → COK,1640,1,12677,9,7,25,6,17,5,3,6,2019
8020,Multiple carriers,2019-01-03,Delhi,Cochin,DEL → BOM → COK,910,1,23170,15,17,30,0,17,20,3,1,2019
8021,IndiGo,2019-06-06,Kolkata,Banglore,CCU → BLR,155,0,4804,7,17,15,4,17,40,6,6,2019
8022,Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,760,1,6795,1,28,30,12,17,50,27,5,2019
8023,Air India,2019-05-18,Kolkata,Banglore,CCU → BBI → BLR,1515,1,7662,13,19,15,12,17,0,18,5,2019
8024,Air India,2019-06-06,Delhi,Cochin,DEL → UDR → BOM → COK,1100,2,12751,7,7,40,13,17,20,6,6,2019
8025,Jet Airways,2019-06-03,Mumbai,Hyderabad,BOM → DEL → HYD,1205,1,19595,16,7,50,20,17,45,3,6,2019
8026,Vistara,2019-09-03,Banglore,New Delhi,BLR → DEL,160,0,7975,9,17,40,7,17,0,3,9,2019
8027,Jet Airways,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,345,1,14781,19,17,50,14,17,5,18,5,2019
8028,Jet Airways,2019-09-05,Kolkata,Banglore,CCU → BOM → BLR,740,1,14781,20,17,45,8,17,25,5,9,2019
8029,Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,1585,1,10031,16,25,20,13,17,55,24,3,2019
8030,Jet Airways,2019-09-06,Kolkata,Banglore,CCU → BOM → BLR,345,1,10844,19,17,50,14,17,5,6,9,2019
8031,Jet Airways,2019-09-05,Banglore,Delhi,BLR → DEL,180,0,3502,22,17,50,19,17,50,5,9,2019
8032,Jet Airways,2019-01-06,Delhi,Cochin,DEL → IDR → BOM → COK,1130,2,13292,4,2,25,9,17,35,6,1,2019
8033,Jet Airways,2019-06-06,Kolkata,Banglore,CCU → DEL → BLR,1630,1,14151,23,7,35,20,17,25,6,6,2019
8034,SpiceJet,2019-01-03,Mumbai,Hyderabad,BOM → HYD,80,0,12475,7,17,5,5,17,45,3,1,2019
8035,Jet Airways,2019-03-06,Delhi,Cochin,DEL → BOM → COK,940,1,14714,12,4,35,20,17,55,6,3,2019
8036,Multiple carriers,2019-05-24,Delhi,Cochin,DEL → BOM → COK,390,1,8283,1,25,30,19,17,0,24,5,2019
8037,Jet Airways,2019-12-03,Banglore,New Delhi,BLR → BOM → DEL,775,1,11087,9,13,30,20,17,35,3,12,2019
8038,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,345,1,10844,19,17,50,14,17,5,21,5,2019
8039,IndiGo,2019-06-24,Delhi,Cochin,DEL → BOM → COK,415,1,5883,1,25,30,18,17,35,24,6,2019
8040,Air India,2019-03-15,Banglore,New Delhi,BLR → CCU → BBI → DEL,630,2,7664,16,17,20,5,17,50,15,3,2019
8041,Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,1225,1,12898,4,28,25,8,17,0,27,5,2019
8042,Jet Airways,2019-12-06,Delhi,Cochin,DEL → BOM → COK,1210,1,10262,19,13,0,22,17,50,6,12,2019
8043,Jet Airways,2019-05-15,Kolkata,Banglore,CCU → DEL → BLR,575,1,13067,19,17,10,9,17,35,15,5,2019
8044,IndiGo,2019-03-18,Kolkata,Banglore,CCU → BLR,155,0,4462,17,17,45,15,17,10,18,3,2019
8045,Jet Airways,2019-06-27,Mumbai,Hyderabad,BOM → HYD,85,0,5678,4,17,20,2,17,55,27,6,2019
8046,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,330,1,14388,12,17,0,6,17,30,21,5,2019
8047,Jet Airways,2019-03-06,Delhi,Cochin,DEL → BOM → COK,1010,1,14714,12,4,35,19,17,45,6,3,2019
8048,IndiGo,2019-05-27,Kolkata,Banglore,CCU → BLR,165,0,4804,12,17,20,9,17,35,27,5,2019
8049,Air India,2019-09-05,Delhi,Cochin,DEL → AMD → BOM → COK,1600,2,11281,7,10,40,5,17,0,5,9,2019
8050,Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,660,1,11134,8,25,10,21,17,10,24,3,2019
8051,Air India,2019-12-03,Mumbai,Hyderabad,BOM → BHO → DEL → HYD,810,2,11647,9,13,10,19,17,40,3,12,2019
8052,Jet Airways,2019-09-06,Kolkata,Banglore,CCU → DEL → BLR,1685,1,10539,21,10,5,17,17,0,6,9,2019
8053,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,660,1,12192,19,17,0,8,17,0,6,1,2019
8054,Air India,2019-04-24,Banglore,Delhi,BLR → DEL,170,0,6121,16,17,10,13,17,20,24,4,2019
8055,Jet Airways,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,540,1,13759,4,25,45,19,17,45,24,3,2019
8056,Multiple carriers,2019-03-27,Delhi,Cochin,DEL → BOM → COK,915,1,6427,1,28,35,10,17,20,27,3,2019
8057,IndiGo,2019-09-04,Banglore,Delhi,BLR → DEL,170,0,3943,1,10,0,22,17,10,4,9,2019
8058,IndiGo,2019-12-05,Banglore,Delhi,BLR → DEL,170,0,4284,1,13,0,22,17,10,5,12,2019
8059,IndiGo,2019-09-03,Delhi,Cochin,DEL → BLR → COK,300,1,8147,10,17,5,5,17,5,3,9,2019
8060,Jet Airways,2019-12-05,Banglore,Delhi,BLR → DEL,180,0,3502,22,17,50,19,17,50,5,12,2019
8061,IndiGo,2019-03-15,Mumbai,Hyderabad,BOM → HYD,90,0,3342,4,17,0,2,17,30,15,3,2019
8062,IndiGo,2019-03-21,Banglore,New Delhi,BLR → DEL,165,0,5734,8,17,45,6,17,0,21,3,2019
8063,SpiceJet,2019-06-06,Kolkata,Banglore,CCU → IXB → BLR,330,1,8224,21,17,25,15,17,55,6,6,2019
8064,SpiceJet,2019-06-03,Delhi,Cochin,DEL → MAA → COK,310,1,9748,11,17,20,6,17,10,3,6,2019
8065,Jet Airways,2019-03-21,Delhi,Cochin,DEL → AMD → BOM → COK,1995,2,8834,4,23,25,19,17,10,21,3,2019
8066,GoAir,2019-06-05,Kolkata,Banglore,CCU → AMD → BLR,455,1,7102,0,7,15,16,17,40,5,6,2019
8067,Multiple carriers,2019-05-15,Delhi,Cochin,DEL → BOM → COK,750,1,13727,1,16,30,13,17,0,15,5,2019
8068,Jet Airways,2019-03-18,Banglore,New Delhi,BLR → BOM → DEL,1310,1,11087,9,16,30,11,17,40,18,3,2019
8069,Jet Airways,2019-06-15,Delhi,Cochin,DEL → JAI → BOM → COK,1125,2,10368,4,16,25,9,17,40,15,6,2019
8070,Jet Airways,2019-01-06,Banglore,Delhi,BLR → DEL,165,0,7229,8,17,45,6,17,0,6,1,2019
8071,Jet Airways,2019-06-15,Delhi,Cochin,DEL → BOM → COK,1485,1,10262,19,16,0,18,17,15,15,6,2019
8072,IndiGo,2019-04-15,Banglore,Delhi,BLR → DEL,170,0,4823,22,17,50,20,17,0,15,4,2019
8073,IndiGo,2019-05-24,Kolkata,Banglore,CCU → BLR,155,0,4804,7,17,15,4,17,40,24,5,2019
8074,IndiGo,2019-06-06,Delhi,Cochin,DEL → PNQ → COK,305,1,10112,4,7,35,23,17,30,6,6,2019
8075,Jet Airways,2019-05-27,Banglore,Delhi,BLR → DEL,165,0,7229,8,17,45,6,17,0,27,5,2019
8076,Jet Airways,2019-05-24,Kolkata,Banglore,CCU → DEL → BLR,1745,1,13067,22,25,5,17,17,0,24,5,2019
8077,Jet Airways,2019-03-06,Delhi,Cochin,DEL → BOM → COK,865,1,14714,4,4,25,14,17,0,6,3,2019
8078,Air India,2019-03-06,Delhi,Cochin,DEL → BLR → COK,795,1,8907,23,17,0,9,17,45,6,3,2019
8079,Jet Airways,2019-09-04,Banglore,Delhi,BLR → DEL,175,0,7229,14,17,5,11,17,10,4,9,2019
8080,Multiple carriers,2019-03-03,Delhi,Cochin,DEL → IXU → BOM → COK,465,2,24528,1,4,35,17,17,50,3,3,2019
8081,IndiGo,2019-03-06,Delhi,Cochin,DEL → BOM → COK,965,1,6838,21,17,0,4,17,55,6,3,2019
8082,Multiple carriers,2019-12-06,Delhi,Cochin,DEL → BOM → COK,835,1,10406,21,17,0,7,17,5,6,12,2019
8083,Vistara,2019-06-03,Mumbai,Hyderabad,BOM → DEL → HYD,690,1,12395,9,7,25,21,17,55,3,6,2019
8084,Air India,2019-06-05,Kolkata,Banglore,CCU → DEL → BLR,1435,1,10203,20,7,25,20,17,30,5,6,2019
8085,IndiGo,2019-12-05,Mumbai,Hyderabad,BOM → HYD,90,0,4049,7,17,55,6,17,25,5,12,2019
8086,Jet Airways,2019-09-06,Kolkata,Banglore,CCU → DEL → BLR,1295,1,13401,18,10,0,20,17,25,6,9,2019
8087,Air India,2019-09-05,Delhi,Cochin,DEL → JAI → BOM → COK,1180,2,9968,7,10,40,12,17,0,5,9,2019
8088,Jet Airways,2019-06-05,Mumbai,Hyderabad,BOM → HYD,90,0,8040,11,17,50,10,17,20,5,6,2019
8089,Multiple carriers,2019-03-27,Delhi,Cochin,DEL → BOM → COK,620,1,6427,1,28,35,15,17,15,27,3,2019
8090,IndiGo,2019-06-05,Chennai,Kolkata,MAA → CCU,140,0,5277,0,7,25,22,17,5,5,6,2019
8091,Jet Airways,2019-01-04,Mumbai,Hyderabad,BOM → HYD,85,0,2228,4,17,20,2,17,55,4,1,2019
8092,Vistara,2019-05-24,Banglore,Delhi,BLR → DEL,170,0,5613,23,17,50,21,17,0,24,5,2019
8093,IndiGo,2019-12-05,Kolkata,Banglore,CCU → MAA → BLR,280,1,6669,22,17,15,17,17,35,5,12,2019
8094,Vistara,2019-05-15,Chennai,Kolkata,MAA → CCU,140,0,11982,20,17,5,17,17,45,15,5,2019
8095,Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → PNQ → BLR,1495,2,10118,7,22,25,6,17,30,21,5,2019
8096,IndiGo,2019-03-15,Kolkata,Banglore,CCU → BLR,160,0,4148,0,16,5,21,17,25,15,3,2019
8097,Jet Airways,2019-09-06,Delhi,Cochin,DEL → BOM → COK,620,1,18371,12,17,35,2,17,15,6,9,2019
8098,Multiple carriers,2019-12-06,Delhi,Cochin,DEL → BOM → COK,570,1,13587,21,17,0,11,17,30,6,12,2019
8099,Air India,2019-06-06,Delhi,Cochin,DEL → HYD → BOM → COK,1560,2,12760,19,7,15,17,17,15,6,6,2019
8100,Jet Airways,2019-06-06,Delhi,Cochin,DEL → JAI → BOM → COK,1125,2,10368,4,7,25,9,17,40,6,6,2019
8101,IndiGo,2019-01-06,Mumbai,Hyderabad,BOM → HYD,90,0,3175,4,17,5,2,17,35,6,1,2019
8102,SpiceJet,2019-09-05,Chennai,Kolkata,MAA → CCU,135,0,3597,12,17,0,9,17,45,5,9,2019
8103,Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,840,1,6733,1,28,30,11,17,30,27,5,2019
8104,Multiple carriers,2019-01-06,Delhi,Cochin,DEL → BOM → COK,525,1,12192,12,17,35,3,17,50,6,1,2019
8105,Jet Airways,2019-05-27,Delhi,Cochin,DEL → AMD → BOM → COK,1430,2,15129,19,28,0,19,17,10,27,5,2019
8106,Vistara,2019-12-05,Banglore,Delhi,BLR → DEL,170,0,4668,14,17,20,11,17,30,5,12,2019
8107,Jet Airways,2019-06-27,Delhi,Cochin,DEL → BOM → COK,1145,1,10262,12,28,35,17,17,30,27,6,2019
8108,Jet Airways,2019-05-18,Delhi,Cochin,DEL → JAI → BOM → COK,1125,2,15129,4,19,25,9,17,40,18,5,2019
8109,Multiple carriers,2019-03-06,Delhi,Cochin,DEL → HYD → COK,920,1,7878,22,17,30,7,17,10,6,3,2019
8110,Jet Airways,2019-03-18,Mumbai,Hyderabad,BOM → HYD,90,0,8040,11,17,50,10,17,20,18,3,2019
8111,Jet Airways,2019-09-05,Delhi,Cochin,DEL → BOM → COK,620,1,12373,12,17,35,2,17,15,5,9,2019
8112,Air India,2019-05-18,Delhi,Cochin,DEL → HYD → BOM → COK,1560,2,12392,19,19,15,17,17,15,18,5,2019
8113,IndiGo,2019-05-18,Chennai,Kolkata,MAA → CCU,140,0,5277,0,19,25,22,17,5,18,5,2019
8114,Multiple carriers,2019-05-21,Delhi,Cochin,DEL → BOM → COK,480,1,7888,21,17,0,13,17,0,21,5,2019
8115,Multiple carriers,2019-03-06,Delhi,Cochin,DEL → BOM → COK,630,1,9001,19,17,15,8,17,45,6,3,2019
8116,IndiGo,2019-03-21,Mumbai,Hyderabad,BOM → HYD,85,0,4049,7,17,45,6,17,20,21,3,2019
8117,IndiGo,2019-03-24,Chennai,Kolkata,MAA → CCU,140,0,4326,7,17,35,5,17,15,24,3,2019
8118,IndiGo,2019-09-03,Banglore,New Delhi,BLR → DEL,170,0,4777,2,13,20,23,17,30,3,9,2019
8119,IndiGo,2019-03-21,Delhi,Cochin,DEL → BOM → COK,570,1,6838,21,17,0,11,17,30,21,3,2019
8120,IndiGo,2019-06-06,Delhi,Cochin,DEL → MAA → COK,315,1,6582,12,17,30,7,17,15,6,6,2019
8121,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,885,1,10262,12,2,35,21,17,50,6,1,2019
8122,Air Asia,2019-01-03,Banglore,New Delhi,BLR → DEL,165,0,10873,2,2,10,23,17,25,3,1,2019
8123,Jet Airways,2019-06-27,Delhi,Cochin,DEL → BOM → COK,620,1,10262,12,17,35,2,17,15,27,6,2019
8124,IndiGo,2019-03-27,Kolkata,Banglore,CCU → BLR,170,0,4148,8,17,20,5,17,30,27,3,2019
8125,IndiGo,2019-03-27,Delhi,Cochin,DEL → HYD → MAA → COK,565,2,6494,21,17,20,11,17,55,27,3,2019
8126,Jet Airways,2019-05-21,Delhi,Cochin,DEL → BOM → COK,1595,1,12898,12,22,35,10,17,0,21,5,2019
8127,Air India,2019-09-06,Delhi,Cochin,DEL → AMD → BOM → COK,2295,2,9968,19,10,15,5,17,0,6,9,2019
8128,Jet Airways,2019-05-21,Delhi,Cochin,DEL → BOM → COK,805,1,12898,4,22,25,15,17,0,21,5,2019
8129,Multiple carriers,2019-05-24,Delhi,Cochin,DEL → HYD → COK,455,1,7740,22,17,30,14,17,55,24,5,2019
8130,Air India,2019-09-05,Kolkata,Banglore,CCU → GAU → BLR,675,1,7452,21,17,5,9,17,50,5,9,2019
8131,Jet Airways,2019-03-21,Mumbai,Hyderabad,BOM → HYD,85,0,4160,8,17,35,7,17,10,21,3,2019
8132,IndiGo,2019-05-27,Banglore,Delhi,BLR → DEL,170,0,4823,11,17,20,8,17,30,27,5,2019
8133,Air India,2019-05-18,Delhi,Cochin,DEL → GOI → BOM → COK,500,2,13486,19,17,15,10,17,55,18,5,2019
8134,Jet Airways,2019-04-27,Banglore,Delhi,BLR → DEL,185,0,4544,22,17,0,18,17,55,27,4,2019
8135,Air India,2019-05-21,Delhi,Cochin,DEL → HYD → MAA → COK,1420,2,10975,9,22,25,9,17,45,21,5,2019
8136,IndiGo,2019-03-05,Chennai,Kolkata,MAA → CCU,140,0,3858,17,17,5,14,17,45,5,3,2019
8137,Jet Airways,2019-06-05,Delhi,Cochin,DEL → JAI → BOM → COK,1375,2,15129,4,7,25,5,17,30,5,6,2019
8138,Air India,2019-06-15,Delhi,Cochin,DEL → HYD → MAA → COK,1420,2,10975,9,16,25,9,17,45,15,6,2019
8139,Air Asia,2019-09-05,Delhi,Cochin,DEL → BLR → COK,340,1,6752,22,17,25,16,17,45,5,9,2019
8140,Air Asia,2019-06-18,Kolkata,Banglore,CCU → BLR,150,0,3807,12,17,15,9,17,45,18,6,2019
8141,Air India,2019-06-03,Delhi,Cochin,DEL → MAA → COK,1255,1,13832,9,7,25,12,17,30,3,6,2019
8142,Jet Airways,2019-06-04,Banglore,Delhi,BLR → DEL,185,0,4544,22,17,0,18,17,55,4,6,2019
8143,Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,800,1,14571,8,7,15,18,17,55,6,6,2019
8144,Vistara,2019-06-24,Chennai,Kolkata,MAA → CCU,140,0,11982,20,17,5,17,17,45,24,6,2019
8145,Jet Airways,2019-01-05,Mumbai,Hyderabad,BOM → HYD,85,0,8040,8,17,30,7,17,5,5,1,2019
8146,Vistara,2019-03-18,Banglore,New Delhi,BLR → DEL,155,0,11913,18,17,35,16,17,0,18,3,2019
8147,Air Asia,2019-05-24,Kolkata,Banglore,CCU → BBI → BLR,220,1,5162,10,17,30,6,17,50,24,5,2019
8148,Jet Airways,2019-06-15,Delhi,Cochin,DEL → JAI → BOM → COK,1615,2,13014,12,16,35,9,17,40,15,6,2019
8149,Jet Airways,2019-05-18,Kolkata,Banglore,CCU → BOM → BLR,450,1,8586,4,19,40,21,17,10,18,5,2019
8150,Multiple carriers,2019-05-21,Delhi,Cochin,DEL → BOM → COK,660,1,10197,19,17,0,8,17,0,21,5,2019
8151,Vistara,2019-01-05,Kolkata,Banglore,CCU → DEL → BLR,1640,1,8610,20,2,20,17,17,0,5,1,2019
8152,Air Asia,2019-01-06,Banglore,Delhi,BLR → DEL,170,0,7120,2,2,45,23,17,55,6,1,2019
8153,Air India,2019-09-05,Delhi,Cochin,DEL → RPR → NAG → BOM → COK,2280,3,10703,19,10,15,5,17,15,5,9,2019
8154,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,1165,1,10262,4,2,25,9,17,0,6,1,2019
8155,Jet Airways,2019-06-27,Delhi,Cochin,DEL → IDR → BOM → COK,810,2,11507,19,17,0,5,17,30,27,6,2019
8156,IndiGo,2019-06-06,Banglore,Delhi,BLR → DEL,180,0,3943,0,7,15,21,17,15,6,6,2019
8157,Jet Airways,2019-06-15,Delhi,Cochin,DEL → IDR → BOM → COK,1620,2,13292,12,16,35,9,17,35,15,6,2019
8158,IndiGo,2019-03-21,Banglore,New Delhi,BLR → IDR → DEL,295,1,7166,18,17,35,13,17,40,21,3,2019
8159,Jet Airways,2019-06-15,Delhi,Cochin,DEL → BOM → COK,360,1,10262,19,17,0,13,17,0,15,6,2019
8160,Air Asia,2019-12-06,Delhi,Cochin,DEL → BLR → COK,625,1,6152,7,13,10,20,17,45,6,12,2019
8161,Jet Airways,2019-05-15,Kolkata,Banglore,CCU → DEL → BLR,750,1,10703,22,17,5,9,17,35,15,5,2019
8162,Jet Airways,2019-05-21,Banglore,Delhi,BLR → DEL,180,0,4030,10,17,10,7,17,10,21,5,2019
8163,Multiple carriers,2019-06-03,Delhi,Cochin,DEL → BOM → COK,485,1,17057,1,7,35,17,17,30,3,6,2019
8164,IndiGo,2019-06-18,Chennai,Kolkata,MAA → CCU,140,0,3850,10,17,15,7,17,55,18,6,2019
8165,Jet Airways,2019-06-05,Kolkata,Banglore,CCU → BOM → BLR,800,1,14388,9,7,20,20,17,0,5,6,2019
8166,IndiGo,2019-03-04,Delhi,Cochin,DEL → MAA → COK,325,1,4744,7,17,25,2,17,0,4,3,2019
8167,Jet Airways,2019-01-06,Delhi,Cochin,DEL → BOM → COK,1145,1,10262,12,2,35,17,17,30,6,1,2019
8168,Air India,2019-03-03,Banglore,New Delhi,BLR → DEL,165,0,7591,23,17,55,21,17,10,3,3,2019
8169,Air Asia,2019-05-27,Delhi,Cochin,DEL → BLR → COK,870,1,6152,22,17,25,7,17,55,27,5,2019
8170,Jet Airways,2019-06-03,Banglore,New Delhi,BLR → BOM → DEL,1445,1,15025,9,7,0,8,17,55,3,6,2019
8171,IndiGo,2019-03-03,Mumbai,Hyderabad,BOM → HYD,90,0,6795,18,17,25,16,17,55,3,3,2019
8172,Air India,2019-05-24,Kolkata,Banglore,CCU → DEL → BLR,1615,1,10623,20,25,25,17,17,30,24,5,2019
8173,IndiGo,2019-05-24,Chennai,Kolkata,MAA → CCU,140,0,3850,10,17,15,7,17,55,24,5,2019
8174,Jet Airways,2019-03-21,Delhi,Cochin,DEL → AMD → BOM → COK,1420,2,6643,18,22,50,19,17,10,21,3,2019
8175,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,510,1,10844,22,17,35,14,17,5,5,1,2019
8176,Air India,2019-05-27,Delhi,Cochin,DEL → AMD → BOM → COK,1410,2,10441,19,28,15,19,17,45,27,5,2019
8177,Multiple carriers,2019-06-27,Delhi,Cochin,DEL → BOM → COK,480,1,13377,1,28,30,17,17,30,27,6,2019
8178,Air India,2019-05-18,Delhi,Cochin,DEL → JDH → BOM → COK,1820,2,13696,19,19,15,12,17,55,18,5,2019
8179,IndiGo,2019-03-06,Banglore,Delhi,BLR → DEL,170,0,3943,3,17,15,0,17,25,6,3,2019
8180,Air India,2019-06-24,Delhi,Cochin,DEL → AMD → BOM → COK,1410,2,9443,19,25,15,19,17,45,24,6,2019
8181,Jet Airways,2019-01-06,Delhi,Cochin,DEL → JAI → BOM → COK,1375,2,13014,4,2,25,5,17,30,6,1,2019
8182,Air India,2019-03-24,Banglore,New Delhi,BLR → HYD → VGA → DEL,1795,2,8114,22,19,55,17,17,0,24,3,2019
8183,SpiceJet,2019-06-24,Delhi,Cochin,DEL → MAA → COK,315,1,5583,11,17,20,6,17,5,24,6,2019
8184,Jet Airways,2019-12-03,Banglore,New Delhi,BLR → BOM → DEL,920,1,13817,8,13,15,16,17,55,3,12,2019
8185,Multiple carriers,2019-03-27,Delhi,Cochin,DEL → BOM → COK,385,1,6953,19,17,15,12,17,50,27,3,2019
8186,Multiple carriers,2019-03-27,Delhi,Cochin,DEL → BOM → COK,640,1,6637,21,17,0,10,17,20,27,3,2019
8187,IndiGo,2019-03-04,Kolkata,Banglore,CCU → BLR,165,0,4174,12,17,20,9,17,35,4,3,2019
8188,Air India,2019-03-21,Delhi,Cochin,DEL → HYD → MAA → COK,1420,2,8140,9,22,25,9,17,45,21,3,2019
8189,Jet Airways,2019-12-03,Banglore,New Delhi,BLR → BOM → DEL,960,1,13817,23,17,0,7,17,0,3,12,2019
8190,Jet Airways,2019-06-06,Delhi,Cochin,DEL → BOM → COK,600,1,10262,19,17,0,9,17,0,6,6,2019
8191,IndiGo,2019-05-18,Delhi,Cochin,DEL → BLR → COK,290,1,6496,20,17,0,15,17,10,18,5,2019
8192,IndiGo,2019-06-15,Delhi,Cochin,DEL → PNQ → COK,305,1,10112,4,16,35,23,17,30,15,6,2019
8193,Air India,2019-05-27,Delhi,Cochin,DEL → HYD → MAA → COK,1210,2,10467,9,28,25,13,17,15,27,5,2019
8194,IndiGo,2019-01-06,Delhi,Cochin,DEL → BOM → COK,895,1,6206,1,2,30,10,17,35,6,1,2019
8195,Air India,2019-05-24,Kolkata,Banglore,CCU → BBI → BOM → BLR,1830,2,10151,18,25,30,12,17,0,24,5,2019
8196,IndiGo,2019-12-06,Kolkata,Banglore,CCU → BLR,150,0,4804,17,17,45,15,17,15,6,12,2019
8197,GoAir,2019-03-24,Banglore,New Delhi,BLR → DEL,175,0,5048,10,17,40,7,17,45,24,3,2019
8198,Jet Airways,2019-06-06,Mumbai,Hyderabad,BOM → HYD,85,0,4050,4,17,20,2,17,55,6,6,2019
8199,SpiceJet,2019-01-06,Banglore,Delhi,BLR → DEL,170,0,3919,12,17,20,9,17,30,6,1,2019
8200,Jet Airways,2019-09-06,Kolkata,Banglore,CCU → BOM → BLR,665,1,11841,8,10,15,21,17,10,6,9,2019
8201,IndiGo,2019-04-24,Delhi,Cochin,DEL → BOM → COK,305,1,5065,1,25,30,20,17,25,24,4,2019
8202,Air India,2019-09-05,Kolkata,Banglore,CCU → BBI → BOM → BLR,1830,2,9626,18,10,30,12,17,0,5,9,2019
8203,IndiGo,2019-06-27,Banglore,Delhi,BLR → DEL,170,0,3419,1,28,0,22,17,10,27,6,2019
8204,Air India,2019-09-06,Kolkata,Banglore,CCU → GAU → IMF → DEL → BLR,805,3,14960,23,17,15,9,17,50,6,9,2019
8205,IndiGo,2019-09-06,Banglore,Delhi,BLR → DEL,180,0,3943,0,10,15,21,17,15,6,9,2019
8206,Multiple carriers,2019-09-05,Delhi,Cochin,DEL → BOM → COK,615,1,14323,19,17,15,9,17,0,5,9,2019
8207,Air India,2019-09-06,Kolkata,Banglore,CCU → BOM → COK → BLR,1255,2,11752,13,10,45,16,17,50,6,9,2019
8208,Multiple carriers,2019-06-06,Delhi,Cochin,DEL → BOM → COK,645,1,7677,19,17,15,8,17,30,6,6,2019
8209,Multiple carriers,2019-05-24,Delhi,Cochin,DEL → BOM → COK,480,1,14067,21,17,0,13,17,0,24,5,2019
8210,Jet Airways,2019-01-05,Kolkata,Banglore,CCU → BOM → BLR,730,1,14781,9,2,20,21,17,10,5,1,2019
8211,Jet Airways,2019-05-15,Kolkata,Banglore,CCU → DEL → BLR,1285,1,11467,14,16,25,17,17,0,15,5,2019
8212,Jet Airways,2019-05-21,Delhi,Cochin,DEL → ATQ → BOM → COK,505,2,16263,4,22,25,20,17,0,21,5,2019
8213,Jet Airways,2019-05-18,Delhi,Cochin,DEL → BOM → COK,550,1,12373,4,19,25,19,17,15,18,5,2019
8214,Multiple carriers,2019-06-15,Delhi,Cochin,DEL → BOM → COK,490,1,7005,21,17,0,12,17,50,15,6,2019
8215,IndiGo,2019-05-18,Delhi,Cochin,DEL → BLR → COK,295,1,7580,10,17,5,5,17,10,18,5,2019
8216,Air India,2019-05-18,Delhi,Cochin,DEL → GOI → BOM → COK,1275,2,10441,19,19,15,22,17,0,18,5,2019
8217,Jet Airways,2019-05-18,Banglore,Delhi,BLR → DEL,180,0,7229,20,17,45,17,17,45,18,5,2019
8218,IndiGo,2019-09-04,Delhi,Cochin,DEL → BOM → COK,860,1,6093,21,17,0,6,17,40,4,9,2019
8219,SpiceJet,2019-06-15,Kolkata,Banglore,CCU → BLR,155,0,3873,9,17,30,6,17,55,15,6,2019
8220,Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,395,1,10262,4,25,25,21,17,50,24,6,2019
8221,Jet Airways,2019-01-04,Kolkata,Banglore,CCU → BOM → BLR,570,1,13364,23,17,35,14,17,5,4,1,2019
8222,Jet Airways,2019-05-15,Delhi,Cochin,DEL → BOM → COK,620,1,12373,12,17,35,2,17,15,15,5,2019
8223,SpiceJet,2019-12-05,Mumbai,Hyderabad,BOM → HYD,90,0,1965,0,13,15,22,17,45,5,12,2019
8224,Multiple carriers,2019-06-06,Delhi,Cochin,DEL → BOM → COK,490,1,7005,21,17,0,12,17,50,6,6,2019
8225,Air India,2019-03-18,Banglore,New Delhi,BLR → DEL,165,0,4441,12,17,45,10,17,0,18,3,2019
8226,Multiple carriers,2019-03-21,Delhi,Cochin,DEL → BOM → COK,845,1,11098,18,17,50,4,17,45,21,3,2019
8227,IndiGo,2019-05-21,Delhi,Cochin,DEL → BOM → COK,975,1,7318,1,22,30,9,17,15,21,5,2019
8228,Jet Airways,2019-03-21,Delhi,Cochin,DEL → BOM → COK,1280,1,12767,4,22,25,7,17,5,21,3,2019
8229,SpiceJet,2019-03-24,Kolkata,Banglore,CCU → IXB → BLR,320,1,10654,21,17,15,15,17,55,24,3,2019
8230,SpiceJet,2019-09-06,Delhi,Cochin,DEL → MAA → COK,380,1,6297,22,17,5,15,17,45,6,9,2019
